id,course,content
algebra_98,近世代数,"设 \(\alpha\) 是有限群 G 的一个自同构. 若 \(\alpha\) 把每个元都变到它在 G 中的共轭元, 即对任意 \(g \in G\), g 和 \(\alpha(g)\) 共轭, 则 \(\alpha\) 的阶的每个素因子都是 \(|G|\) 的因子."
algebra_99,近世代数,"设 p 是 \(|G|\) 的最小素因子. 若 p 阶子群 \(A \lhd G\), 则 \(A \le Z(G)\). 特别地, p-群 G 的 p 阶正规子群含于 G 的中心."
algebra_100,近世代数,"设 p 是 \(|G|\) 的素因子, 则 G 有 p 阶元."
algebra_101,近世代数,"设 p 是 \(|G|\) 的素因子, 则方程 \(x^{p} = 1\) 在 G 中的解的个数是 p 的倍数."
algebra_102,近世代数,证明 6 阶非 Abel 群只有 \(S_{3}\).
algebra_103,近世代数,200 阶群有正规的 Sylow 子群.
algebra_104,近世代数,确定 \(S_{4}\) 的 Sylow 子群的个数.
algebra_105,近世代数,"设 P 是有限群 G 的 Sylow p-子群, \(N_{G}(P) \lhd G\). 证明 \(P \lhd G\)."
algebra_106,近世代数,"设 N 是有限群 G 的正规子群. 若素数 p 和 \(|G/N|\) 互素, 则 N 包含 G 的所有 Sylow p-子群."
algebra_107,近世代数,"设 N 是有限群 G 的正规子群, P 是 G 的 Sylow p-子群. 则
(1) \(N \cap P\) 是 N 的 Sylow p-子群.
(2) \(PN/N\) 是 \(G/N\) 的 Sylow p-子群.
(3) \((N_{G}(P)N)/N = N_{G/N}(PN/N)\)."
algebra_108,近世代数,"设 G 是集合 \(\Sigma\) 上的置换群, P 是 G 的 Sylow p-子群, \(a \in \Sigma\). 若 \(p^{m} \mid |Ga|\), 则 \(p^{m} \mid |Pa|\)."
algebra_109,近世代数,确定恰有 3 个共轭类的有限非交换群 G.
algebra_110,近世代数,"设 P 是有限群 G 的 Sylow p-子群, H 是 G 的子群, \(p \mid |H|\). 则存在 \(a \in G\) 使得 \(aPa^{-1} \cap H\) 是 H 的 Sylow p-子群."
algebra_111,近世代数,"24,36,48 阶群均非单."
algebra_112,近世代数,确定 \(S_{4}\) 的自同构群 \(\operatorname{Aut}(S_{4})\).
algebra_113,近世代数,"设 \(P_{1}, \dots, P_{t}\) 是有限群 G 的全部 Sylow p-子群. 若对 \(i \neq j\), \(1 \le i \le t\), \(1 \le j \le t\), 总有 \([P_{i}:P_{i}\cap P_{j}] \ge p^{r}\), 则 \(t \equiv 1 \pmod{p^{r}}\)."
algebra_114,近世代数,"设 G 是集合 \(\Sigma\) 上的置换群, \(a \in \Sigma\), P 是固定子群 \(G_{a}\) 的 Sylow p-子群, \(\Delta\) 是轨道 \(Ga\) 在 P 作用下的全部不动点的集合. 证明 \(N_{G}(P)\) 在 \(\Delta\) 上的作用是可迁的."
algebra_115,近世代数,"设 G 是 24 阶群且中心 \(Z(G) = 1\), 证明 \(G \cong S_{4}\)."
algebra_116,近世代数,"设 \(G_{i}\) (\(1 \le i \le n\)) 为群, \(N_{i} \le G_{i}\), 则
(1) \(G_{1} \times G_{2} \cong G_{2} \times G_{1}\).
(2) \((G_{1} \times G_{2}) \times G_{3} \cong G_{1} \times (G_{2} \times G_{3})\).
(3) \(Z(G_{1} \times \dots \times G_{n}) = Z(G_{1}) \times \dots \times Z(G_{n})\).
(4) \(G_{1} \times \dots \times G_{n}\) 为 Abel 群当且仅当每个 \(G_{i}\) 均为 Abel 群.
(5) \(N_{1} \times \dots \times N_{n} \le G_{1} \times \dots \times G_{n}\).
(6) \(N_{1} \times \dots \times N_{n} \lhd G_{1} \times \dots \times G_{n}\) 当且仅当对每个 i, \(N_{i} \lhd G_{i}\).
(7) 当 \(N_{1} \times \dots \times N_{n} \lhd G_{1} \times \dots \times G_{n}\) 时, \((G_{1} \times \dots \times G_{n})/(N_{1} \times \dots \times N_{n}) \cong (G_{1}/N_{1}) \times \dots \times (G_{n}/N_{n})\)."
algebra_117,近世代数,"若 \(n \ge 3\), 试问 \(A_{n} \times \mathbb{Z}_{2}\) 与 \(S_{n}\) 是否同构?"
algebra_118,近世代数,"设 \(G = G_{1} \times \dots \times G_{n}\), H 是 G 的子群. 问 H 是否一定形如 \(H = H_{1} \times \dots \times H_{n}\), 其中 \(H_{i} \le G_{i}\)?"
algebra_119,近世代数,"设 \(G = G_{1} \times G_{2}\), \(H \lhd G\) 且 \(H \cap G_{i} = \{1\}\), \(i = 1,2\). 试证 \(H \le Z(G)\). 特别地, H 是 Abel 群."
algebra_120,近世代数,"令 \(G = G_{1} \times \dots \times G_{n}\), 且对任意 \(i \neq j\), \(|G_{i}|\) 和 \(|G_{j}|\) 互素. 则 G 的任意子群 H 都是它的子群 \(H \cap G_{i}\) (\(i = 1,\dots,n\)) 的直积."
algebra_121,近世代数,"设 G 是有限生成的自由 Abel 群, \(\operatorname{rank}(G) = r\). 如果 \(g_{1}, \dots, g_{n}\) 是 G 的一组生成元, 则 \(n \ge r\)."
algebra_122,近世代数,"如果 n 是正奇数, 求证 \(D_{2n} \cong D_{n} \times \mathbb{Z}_{2}\)."
algebra_123,近世代数,"以 \(\mathbb{C}^{*}\) 表示非零复数乘法群, \(\mathbb{R}^{+}\) 为正实数乘法群, \(\mathbb{R}\) 为实数加法群, \(\mathbb{Z}\) 为整数加法群, 则
\[
\mathbb{C}^{*} \cong \mathbb{R}^{+} \times \mathbb{R}/(2\pi \mathbb{Z}).
\]"
algebra_124,近世代数,"设 \(n_{1}, \dots, n_{r}\) 为自然数, 则
(1) \(\mathbb{Z}_{n_{1}} \times \mathbb{Z}_{n_{2}} \cong \mathbb{Z}_{n_{1}n_{2}}\) 当且仅当 \((n_{1}, n_{2}) = 1\).
(2) 如果 \(n_{1}, \dots, n_{r}\) 两两互素, 则 \(\mathbb{Z}_{n_{1}} \times \dots \times \mathbb{Z}_{n_{r}} \cong \mathbb{Z}_{n_{1}\dots n_{r}}\)."
algebra_125,近世代数,试证 \(7 \cdot 11 \cdot 13\) 阶群一定是循环群.
algebra_126,近世代数,试证 \(5 \cdot 7 \cdot 13\) 阶群为循环群.
algebra_127,近世代数,"设 \(G_{1}\) 和 \(G_{2}\) 是两个非交换单群, 试证 \(G_{1} \times G_{2}\) 的非平凡正规子群只有 \(G_{1}\) 和 \(G_{2}\)."
algebra_128,近世代数,"令 \(G = \langle g_{1}, g_{2}, \dots, g_{n} \rangle\). 如果 G 的子群 A 具有有限指数 m, 则 A 可以由 \(2nm\) 个元生成."
algebra_129,近世代数,"试证: 定义关系为
\[
x_{i}^{2} = 1,\ i = 1, \dots, n-1,
\]
\[
x_{i}x_{j} = x_{j}x_{i},\ i \text{与} j \text{不相邻} (\text{即} j < i-1),
\]
\[
(x_{i}x_{i+1})^{3} = 1,\ i < n-2 \quad (\text{即} x_{i}x_{i+1}x_{i} = x_{i+1}x_{i}x_{i+1})
\]
的 \(n-1\) 个元 \(x_{1}, \dots, x_{n-1}\) 生成的群 \(G_{n}\) 同构于对称群 \(S_{n}\)."
algebra_130,近世代数,"试证: 对 \(n \ge 3\), 定义关系为
\[
x_{1}^{3} = 1,
\]
\[
x_{i}^{2} = 1,\ i = 2, \dots, n-2,
\]
\[
(x_{i}x_{i+1})^{3} = 1,\ i = 1, \dots, n-3,
\]
\[
(x_{i}x_{j})^{2} = 1,\ i = 1, \dots, n-4,\ j > i+1
\]
的 \(n-2\) 个元 \(x_{1}, \dots, x_{n-2}\) 生成的群 \(G_{n}\) 同构于交错群 \(A_{n}\)."
algebra_131,近世代数,用不变因子的方式写出所有互不同构的 360 阶 Abel 群.
algebra_132,近世代数,试证: 有限生成 Abel 群 G 是有限群当且仅当 G 的一组生成元均是有限元.
algebra_133,近世代数,试证有限生成 Abel 群 G 是自由 Abel 群当且仅当 G 的每个非零元都是无限阶元.
algebra_134,近世代数,"设 \(\mathbb{Q}^{+}\) 是正有理数乘法群, 试证:
(1) \(\mathbb{Q}^{+}\) 是自由 Abel 群, \(\{p \mid p \text{ 是素数}\}\) 是它的一组基.
(2) \(\mathbb{Q}^{+}\) 不是有限生成的."
algebra_135,近世代数,"设 \(\mathbb{Q}\) 是有理数加法群, 试证:
(1) \(\mathbb{Q}\) 不是自由 Abel 群.
(2) \(\mathbb{Q}\) 的任意有限生成的子群都是循环群, 但 \(\mathbb{Q}\) 不是循环群."
algebra_136,近世代数,"设 A 为有限 Abel 群, 则对于 \(|A|\) 的每个正因子 d, A 均有 d 阶子群和 d 阶商群."
algebra_137,近世代数,"设 H 是有限 Abel 群 A 的子群, 则有 A 的子群同构于 \(A/H\)."
algebra_138,近世代数,"如果有限 Abel 群 A 不是循环群, 则存在素数 p 使得 A 有子群同构于 \(\mathbb{Z}_{p}^{2} = \mathbb{Z}_{p} \oplus \mathbb{Z}_{p}\)."
algebra_139,近世代数,"试证: 当 \((m, n) = 1\) 时, \(\mathbb{Z}_{m} \oplus \mathbb{Z}_{n}\) 的不变因子组为 \(\{mn\}\); 而当 \((m, n) > 1\) 时, \(\mathbb{Z}_{m} \oplus \mathbb{Z}_{n}\) 的不变因子组为 \(\{(m, n), [m, n]\}\)."
algebra_140,近世代数,求 \(\mathbb{Z}_{2} \oplus \mathbb{Z}_{9} \oplus \mathbb{Z}_{35}\) 的初等因子组和不变因子组.
algebra_141,近世代数,试证非零复数乘法群 \(\mathbb{C}^{*}\) 的每个有限子群都是循环群.
algebra_142,近世代数,"设 G, A, B 均为有限 Abel 群. 如果 \(G \oplus A \cong G \oplus B\), 求证 \(A \cong B\)."
algebra_143,近世代数,"设 p 是一个素数, \(\mathbb{Z}_{p^{3}} \oplus \mathbb{Z}_{p^{2}}\) 有多少个 \(p^{2}\) 阶子群?"
algebra_144,近世代数,"设 G 是 n 个 p 阶群的直和, 问 G 有多少个极大子群?"
algebra_145,近世代数,"如果有限群 G 的每个极大子群都是单群且都在 G 中正规, 则 G 只能是 p 阶群, 或 \(p^{2}\) 阶群, 或 \(pq\) 阶循环群, p, q 是不同的素数."
algebra_146,近世代数,"设 \(G = \mathbb{Z}_{p} \oplus \mathbb{Z}_{p}\), p 是素数, 则 G 有 p 阶自同构."
algebra_147,近世代数,"设 \(|G| = p^{a} q^{b}\), p, q 是不同的素数. 若群 G 没有 p 阶自同构, 则 \(a = 0\) 或 1."
algebra_148,近世代数,求 \(D_{4}\) 和 \(Q_{8}\) 的中心 \(Z(D_{4})\) 和 \(Z(Q_{8})\).
algebra_149,近世代数,每一子群都是正规子群的群称为 Hamilton 群. 试证 \(Q_{8}\) 是 (非交换的) Hamilton 群.
algebra_150,近世代数,"设 \(|G| = p^{n}\), \(n \ge 1\), 则阶为 \(p^{n-1}\) 的子群 H 一定是正规的."
algebra_151,近世代数,确定所有互不同构的 18 阶群.
algebra_152,近世代数,确定所有互不同构的 20 阶群.
algebra_153,近世代数,"设 p, q 是两个素数, \(p < q\). 试证: \(pq\) 阶非 Abel 群 G 一定可以由下述生成元和定义关系给出:
\[
G = \langle a, b \mid a^{p} = 1 = b^{q}, a^{-1}ba = b^{r} \rangle,
\]
其中 \(r^{p} \equiv 1 \pmod{q}\), q 不整除 \(r-1\), p 整除 \(q-1\)."
algebra_154,近世代数,"设 p 是奇素数, 试证 \(p^{3}\) 阶非 Abel 群 G 可以由下述生成元和定义关系给出:
\[
G = \langle a, b \mid a^{p^{2}} = b^{p} = 1, b^{-1}ab = a^{1+p} \rangle.
\]
\[
G = \langle a, b, c \mid a^{p} = b^{p} = c^{p} = 1, ac = ca, cb = bc, ab = bac \rangle.
\]"
algebra_155,近世代数,"设 \(I^{(1)}(G)\) 是 G 的内自同构群, \(I^{(n)}(G)\) 是 \(I^{(n-1)}(G)\) 的内自同构群. 试证: G 是幂零群当且仅当存在 \(n \ge 1\) 使得 \(I^{(n)}(G) = \{1\}\)."
algebra_156,近世代数,"设 a 和 b 是有限幂零群 G 的两个元, \(a^{m} = b^{n} = 1\) 且 \((m, n) = 1\). 试证 \(ab = ba\)."
algebra_157,近世代数,"设 G 是有限幂零群, 试证:
(1) 如果 \(\{1\} \neq N \lhd G\), 则 \(N \cap Z(G) \neq \{1\}\).
(2) 设 G 是非 Abel 群, A 是 G 的正规子群集合中的极大元, 且 A 是 Abel 群, 则 \(C_{G}(A) = A\)."
algebra_158,近世代数,"设 a, b 是群 G 的任意两个元. 如果 a, b 和它们的换位子 \([a, b]\) 可交换, 则对任意整数 m 和 n, \([a^{m}, b^{n}] = [a, b]^{mn}\)."
algebra_159,近世代数,"设 A, B 是群 G 的两个子群, \([A, B]\) 表示由 \(\{[a, b] \mid a \in A, b \in B\}\) 生成的群, \(\langle A, B \rangle\) 表示由 \(A \cup B\) 生成的群. 试证:
(1) \([A, B] \lhd \langle A, B \rangle\).
(2) \(A \lhd G\) 当且仅当 \([A, G] \le A\).
(3) 如果 \(B \lhd G\) 且 \(B \le A\), 则 \(A/B \le Z(G/B)\) 当且仅当 \([A, G] \le B\)."
algebra_160,近世代数,"对任意群 G, 定义 \(r_{1}(G) = G\), \(r_{2}(G) = [G, G]\), 一般地, \(r_{n}(G) = [r_{n-1}(G), G]\). 试证: G 是幂零群当且仅当存在 \(n \ge 1\) 使得 \(r_{n}(G) = \{1\}\)."
algebra_161,近世代数,"求二面体群 \(D_{n}\) 的换位子群, 这里 \(D_{n} = \langle a, b \mid a^{n} = b^{2} = 1, b^{-1}ab = a^{-1} \rangle\)."
algebra_162,近世代数,"试证: 对称群 \(S_{3}\) 和 \(S_{4}\) 是可解群, 但不是幂零群."
algebra_163,近世代数,"设 \(N \lhd G\). 如果 N 和 \(G/N\) 均为幂零群, G 是否为幂零群?"
algebra_164,近世代数,"设 \(N \le Z(G)\), 试证: 如果 \(G/N\) 为幂零群, 则 G 为幂零群."
algebra_165,近世代数,"设 \(G = S_{4}\), 试证 \(G/G^{(2)} \cong S_{3}\)."
algebra_166,近世代数,"设 A 是群 G 的循环的正规子群. 试证 A 和 \(G'\) 按元可交换, 即对任意 \(a \in A\), \(x \in G'\), \(ax = xa\)."
algebra_167,近世代数,"设 \(\alpha\) 是群 G 的一个自同构. 如果对任意 \(g \in G\), \(g^{-1}\alpha(g) \in Z(G)\), 则对导群 \(G'\) 的任意元 a, \(\alpha(a) = a\)."
algebra_168,近世代数,"设 p, q, r 是三个素数, 不一定不相同, 试证: \(pqr\) 阶群是可解群."
algebra_169,近世代数,有限群 G 是可解群当且仅当 G 的合成因子均是素数阶循环群.
algebra_170,近世代数,"(1) 求 \(S_{4}\) 的导出列、合成列和合成因子.
(2) 求四元数群 \(Q_{8}\) 的所有合成列."
algebra_171,近世代数,"设 G 是 \(p^{3}\) 阶非交换群, p 为素数. 则 \(Z(G) = G^{(1)}\)."
algebra_172,近世代数,求对称群 \(S_{n}\) 和交替群 \(A_{n}\) 的导出列.
algebra_173,近世代数,阶为素数幂的群 G 是可解群.
algebra_174,近世代数,"对于有限群 G 来说, 下述命题等价:
(1) G 是可解群, 即有正整数 n 使得 \(G^{(n)} = \{1\}\), 其中 \(G^{(n)}\) 是 G 的第 n 次导群.
(2) G 有终止于 \(\{1\}\) 的正规群列, 即存在 \(G = G_{0} \rhd G_{1} \rhd \cdots \rhd G_{m} = \{1\}\), 且 \(G_{i} \lhd G\), \(1 \le i \le m\), 使得每个因子群 \(G_{i-1}/G_{i}\) 均为 Abel 群, \(1 \le i \le m\).
(3) G 有终止于 \(\{1\}\) 的次正规群列, 即存在 \(G = G_{0} \rhd G_{1} \rhd \cdots \rhd G_{m} = \{1\}\), 使得每个因子群 \(G_{i-1}/G_{i}\) 均为 Abel 群, \(1 \le i \le m\).
(4) G 有终止于 \(\{1\}\) 的次正规群列, 使得每个因子群均为素数阶循环群.
(5) G 有终止于 \(\{1\}\) 的次正规群列, 使得每个因子群的阶均为素数幂."
